FSscore,KHscore,PPHHSIZE,PPINCIMP,SAVINGSRANGES,agecat,PPEDUC,EMPLOY,FWBscore
47,1.267,2,8,6,8,5,8,68
29,0.242,2,3,4,6,2,2,51
37,-0.188,1,3,1,5,2,1,34
45,-0.188,3,4,4,3,3,4,49
62,0.242,5,9,6,4,4,1,61
42,-0.909,1,1,1,5,1,8,51
32,-1.485,4,3,1,3,2,2,33
54,0.712,3,9,5,4,5,2,58
58,0.712,2,3,4,6,2,8,49
67,1.267,4,7,5,3,4,3,67
44,0.712,1,2,5,8,3,1,47
34,-0.188,2,1,2,5,2,6,39
85,-0.57,2,7,7,7,4,8,87
42,1.267,4,7,4,4,3,2,47
48,0.242,3,9,5,5,3,8,46
55,1.267,2,4,7,4,3,2,62
22,0.712,2,1,1,2,2,2,43
21,-1.215,4,1,1,1,3,3,29
68,-1.215,4,4,1,4,2,4,33
41,-0.57,3,1,2,4,3,2,47
69,-0.57,5,8,5,4,5,3,63
41,0.242,2,4,6,7,3,8,58
50,0.242,2,6,5,5,4,8,61
53,0.712,1,8,5,6,5,1,44
50,-0.909,3,1,1,2,3,4,34
52,-0.57,5,1,3,2,3,3,46
36,-0.188,2,4,6,7,3,8,52
41,-0.909,2,7,7,8,5,8,59
78,-0.188,2,9,7,4,4,2,69
56,-0.188,2,8,6,3,4,2,53
46,0.712,2,4,4,6,3,2,58
42,-0.188,2,2,3,8,1,8,54
58,-0.909,1,1,3,6,1,6,27
43,0.712,2,8,6,7,4,8,68
64,-0.909,3,7,4,2,3,5,36
61,0.242,1,8,6,6,4,2,65
57,-0.909,2,9,5,2,5,2,55
67,0.712,2,9,6,6,4,8,81
57,0.242,2,3,7,7,3,8,56
47,-0.57,1,8,6,7,3,8,70
74,0.712,5,8,4,4,4,2,34
85,0.712,1,3,2,8,5,8,73
63,1.267,4,8,6,1,2,7,83
49,1.267,4,4,3,3,3,2,48
80,0.242,2,6,7,6,5,8,79
34,-1.215,3,1,2,6,2,8,36
51,-0.188,2,6,3,2,3,2,50
61,0.242,4,7,5,2,4,2,67
37,-0.188,1,7,7,6,4,2,61
40,-0.188,1,6,6,4,3,6,57
62,0.712,2,9,6,8,5,8,83
42,0.712,4,9,4,2,5,2,42
65,0.712,2,8,7,7,5,8,78
33,0.712,5,8,5,4,5,2,41
43,-0.188,2,5,2,6,3,2,30
64,-0.57,5,4,2,2,3,2,39
50,0.242,1,2,4,8,3,8,58
61,-0.188,5,6,6,6,1,1,69
39,-1.215,2,1,5,2,3,3,34
58,-0.57,4,6,3,3,3,3,47
41,-0.909,3,3,1,4,2,6,28
51,0.242,2,8,6,5,3,2,63
28,-0.57,1,9,3,4,5,2,44
58,1.267,1,7,5,8,2,8,68
78,-0.188,4,9,6,2,3,4,62
49,0.712,3,9,7,4,3,3,58
57,-0.188,2,6,4,2,5,1,51
58,0.712,2,8,7,8,3,8,78
55,0.242,2,3,5,7,2,8,57
43,0.242,4,7,5,2,4,2,60
40,0.242,1,1,3,8,2,8,55
47,0.712,2,4,3,1,4,2,39
51,0.242,2,3,4,2,3,2,64
46,-0.188,4,6,1,3,5,2,18
42,0.712,2,8,7,2,5,2,73
53,0.242,2,9,4,4,4,2,70
55,0.712,2,5,4,5,4,2,42
33,0.242,2,1,3,5,3,3,32
29,-0.188,2,2,1,7,2,8,41
59,0.242,2,8,5,4,5,2,65
39,0.242,1,2,3,5,2,8,44
41,-0.57,2,1,3,7,2,8,51
77,0.242,2,7,5,5,5,2,72
50,-0.909,3,5,5,3,5,2,59
37,-0.188,4,6,1,5,3,2,40
51,-0.909,4,6,5,6,2,2,37
50,0.712,2,4,7,8,2,8,70
57,0.712,1,2,5,6,3,8,62
35,-0.57,2,4,5,7,2,3,33
59,-1.215,5,1,3,3,1,2,44
62,1.267,2,9,6,8,5,8,75
34,0.712,3,7,3,1,2,1,37
63,0.242,1,3,4,8,2,8,72
85,-1.215,3,2,1,2,3,5,65
40,0.242,1,1,2,7,3,8,33
51,0.242,4,8,6,6,2,8,55
35,-0.188,4,1,2,2,3,2,23
19,-0.188,3,7,2,1,3,3,33
63,-0.909,1,2,5,8,4,8,60
64,0.712,5,8,6,3,5,2,74
42,-0.57,3,3,1,3,2,6,24
45,1.267,2,8,6,5,4,8,57
39,-1.215,1,7,4,3,3,2,56
45,0.242,1,4,4,8,3,8,67
51,0.242,4,9,5,4,4,2,57
39,-0.909,2,8,6,7,4,8,59
47,-1.215,1,7,4,2,4,2,38
67,0.242,2,9,4,4,5,2,73
40,-0.57,1,5,4,7,2,8,45
60,-0.57,2,8,5,4,3,2,61
57,1.267,5,8,7,8,5,8,67
33,0.242,2,4,5,2,4,3,59
51,-0.57,2,4,5,6,3,8,59
54,0.242,2,9,7,8,3,8,81
42,-0.57,4,7,1,3,3,4,53
47,-0.57,2,6,6,8,2,8,78
28,-1.215,3,1,2,4,2,6,38
70,0.712,1,7,7,6,4,8,95
62,-0.188,3,7,4,2,2,2,71
43,1.267,2,8,5,6,3,2,51
50,-0.57,2,6,4,2,3,2,56
43,0.712,3,9,5,6,3,2,60
58,0.712,3,8,6,2,5,2,65
27,-0.188,3,1,1,6,2,4,68
81,-0.57,2,9,6,4,5,2,81
44,-0.909,4,3,3,3,1,2,53
58,1.267,2,6,5,8,3,8,60
46,0.242,4,3,1,4,2,2,46
41,-0.188,2,2,2,4,2,6,21
46,0.242,3,8,5,3,5,2,60
42,-1.713,2,6,3,2,2,2,48
44,0.712,4,9,6,2,4,3,44
33,-1.215,2,1,1,2,2,2,29
41,-0.188,1,8,5,5,3,2,53
40,1.267,4,8,6,3,5,2,36
64,-0.188,3,9,6,2,4,2,57
54,1.267,2,7,6,5,3,1,58
42,0.712,2,7,4,6,4,3,52
75,-0.188,5,3,2,2,1,4,55
27,-0.57,1,2,5,8,2,8,44
39,-1.215,2,3,3,5,2,6,60
73,0.242,3,8,6,2,5,2,86
50,1.267,2,8,4,6,3,3,63
39,-0.188,2,8,5,5,3,2,65
53,-0.188,1,5,3,6,3,2,49
85,-0.188,5,9,7,4,5,2,86
43,-0.57,1,3,4,2,4,2,49
49,0.242,4,9,5,3,4,2,63
54,-0.188,3,6,7,8,4,8,69
49,-0.57,4,2,3,8,1,8,49
36,0.242,5,7,4,3,3,2,40
56,0.242,2,3,5,2,3,2,55
60,1.267,2,8,6,7,4,8,86
33,0.712,3,6,3,5,3,3,24
61,-0.188,3,7,4,1,3,5,68
82,-0.188,2,2,4,5,3,8,63
42,-0.57,2,2,3,5,2,7,39
45,-0.188,4,3,5,4,2,2,46
57,-0.188,2,3,3,5,2,6,66
42,-0.188,1,7,5,2,5,2,57
48,0.712,4,7,5,2,4,2,60
44,0.242,2,7,4,2,4,2,45
49,-0.57,2,5,5,1,3,5,67
52,-0.188,2,5,4,4,4,2,56
23,0.242,5,4,1,1,3,7,29
61,0.242,2,9,7,6,4,1,63
62,-0.909,3,9,3,1,3,5,50
55,0.242,1,6,6,3,3,2,64
56,0.712,4,8,6,4,4,2,55
38,-0.188,2,4,5,8,2,8,46
61,0.242,1,2,3,3,4,2,52
57,-0.57,1,1,6,5,3,2,70
54,-1.215,3,7,4,1,3,5,50
51,-1.215,5,6,3,1,2,5,40
62,-0.188,3,8,6,4,3,2,72
77,0.712,2,9,6,2,5,2,54
50,1.267,3,9,7,3,4,2,60
25,-0.57,1,4,4,5,4,6,14
56,0.242,3,6,6,5,2,2,53
54,-0.188,1,5,1,2,3,5,21
33,-0.57,5,2,1,3,2,2,55
57,-0.57,3,8,6,4,3,2,56
22,0.242,3,3,3,4,2,2,33
59,0.712,1,9,6,7,5,8,78
54,1.267,2,8,6,4,4,2,77
67,-1.713,2,1,3,2,1,2,47
45,1.267,2,8,5,6,3,2,57
46,-0.188,2,6,3,2,4,2,43
47,0.712,1,2,6,2,4,2,55
77,0.712,2,9,7,8,4,8,84
48,0.242,3,5,3,4,2,2,46
40,0.242,3,7,5,4,5,2,52
53,1.267,2,4,3,2,3,3,27
57,1.267,2,6,4,7,3,8,58
52,-0.909,1,8,4,4,4,1,54
44,-0.57,3,6,4,1,3,5,43
78,0.242,5,6,2,3,3,2,31
53,-0.57,2,5,6,6,2,8,53
50,0.712,3,8,4,2,5,5,48
53,0.242,2,5,4,2,5,2,58
43,1.267,4,8,4,3,3,2,33
53,1.267,2,7,7,8,2,8,58
81,-0.188,3,8,4,4,2,2,86
40,-1.215,1,1,2,6,3,3,48
53,1.267,2,8,6,6,4,3,66
49,0.242,4,4,4,2,3,2,35
82,0.712,5,9,5,2,4,2,66
62,0.242,2,6,3,2,4,3,24
41,0.242,1,9,5,4,5,2,57
44,-0.188,3,6,6,4,2,7,49
43,-0.188,1,1,1,4,1,6,35
59,0.242,4,9,6,3,4,2,66
44,0.712,1,8,4,7,3,8,89
50,-0.909,2,3,4,7,1,8,56
54,0.242,5,7,5,6,5,2,67
44,-0.57,4,5,4,3,2,4,48
54,-0.57,4,8,6,5,4,1,59
55,0.712,2,9,5,5,5,3,53
44,-0.57,1,1,2,2,3,3,40
63,1.267,4,9,6,4,4,3,81
61,0.242,3,8,5,2,5,2,56
58,0.712,4,7,4,6,3,8,57
60,0.712,3,8,6,3,3,2,62
51,0.712,2,8,5,5,3,2,75
53,1.267,2,7,5,8,4,8,95
40,-0.57,3,3,4,4,1,3,75
43,-0.909,1,1,4,3,2,7,49
36,-1.485,2,7,3,3,2,2,58
85,0.242,4,7,5,5,5,2,72
42,-1.215,4,7,3,3,4,2,47
51,0.242,1,4,5,2,4,2,59
43,0.712,2,5,5,4,4,2,44
59,-0.909,5,1,5,6,3,8,55
58,-0.57,2,1,3,4,3,3,50
48,-0.909,4,3,3,2,2,2,49
39,-0.57,2,3,5,8,2,8,62
53,0.712,4,8,5,5,3,2,63
45,-0.188,4,7,3,5,4,2,44
65,-0.909,2,4,6,8,2,8,57
35,0.712,2,7,2,4,3,2,58
49,0.712,5,9,7,4,4,2,62
48,-0.57,5,2,2,2,3,1,48
79,0.712,2,9,6,4,5,1,78
42,-0.57,3,3,2,3,1,7,56
53,0.242,1,8,5,3,5,2,65
47,-0.188,2,8,4,1,2,5,59
73,-0.57,2,7,5,2,4,4,50
49,-0.188,3,3,5,8,5,8,53
63,-1.485,2,1,1,2,2,2,60
49,0.712,5,7,6,3,5,2,59
46,-0.188,2,8,5,2,4,2,54
60,-1.215,2,1,2,2,1,5,39
41,0.242,4,8,5,2,3,2,35
65,1.267,1,9,7,7,5,8,65
45,-0.188,1,1,2,2,3,6,41
63,-0.57,5,3,2,2,3,4,50
50,0.242,2,6,5,6,3,8,60
36,0.242,2,6,3,2,3,5,45
45,-0.188,2,7,4,8,4,8,54
68,0.712,2,8,4,2,4,2,51
43,-0.188,2,8,1,4,2,2,30
60,0.242,2,8,6,6,5,8,69
27,-0.188,1,6,3,3,5,2,63
46,-0.909,3,1,3,2,1,4,41
56,0.712,1,5,4,2,5,3,40
76,-0.57,1,2,3,4,3,4,30
43,0.242,1,2,5,6,2,8,60
44,0.242,2,7,4,4,4,2,49
46,-0.57,2,9,5,2,4,1,42
49,-1.215,2,1,1,6,1,4,30
36,0.242,5,7,4,4,2,2,28
53,0.712,1,8,7,4,4,2,61
44,0.712,2,8,3,7,5,8,48
61,0.242,2,7,6,5,2,8,69
55,0.242,2,6,6,6,3,4,56
54,-0.188,3,9,5,2,4,2,70
65,-0.188,3,8,4,3,4,2,44
54,0.712,2,8,5,3,4,2,54
43,1.267,2,8,5,5,5,2,46
49,-1.485,2,9,6,2,4,2,46
44,0.712,2,6,5,6,2,8,57
62,0.712,2,2,7,6,4,8,65
51,0.242,4,4,4,2,3,2,53
55,-0.57,1,8,7,8,3,8,49
36,-0.909,2,3,3,7,2,8,33
55,0.712,4,8,7,4,4,2,65
85,0.242,4,5,1,2,4,7,35
54,-1.215,1,4,3,3,2,1,42
50,-0.188,4,1,4,1,3,5,61
54,0.242,4,7,6,3,4,2,59
38,0.242,2,8,6,4,3,2,59
41,-0.188,2,3,2,3,2,2,33
40,0.712,5,7,3,4,5,2,37
45,0.242,2,8,6,8,4,8,78
62,1.267,2,6,7,5,3,6,75
45,-0.57,1,5,6,6,2,8,71
40,0.242,4,9,7,3,5,2,59
50,0.242,2,7,4,6,3,1,61
51,-0.57,2,7,7,5,3,8,72
12,-1.713,1,4,1,6,3,8,70
41,-0.909,1,1,3,1,4,7,45
47,-0.57,1,6,6,4,3,2,53
46,0.712,2,9,5,4,3,2,59
55,1.267,3,8,5,3,5,2,59
38,-0.188,3,4,1,2,4,2,38
40,-0.188,3,7,4,6,2,8,51
45,-0.57,3,2,2,4,3,3,37
42,-0.188,2,5,3,4,3,6,47
46,0.712,1,1,6,7,4,8,54
81,-0.909,2,1,2,2,3,2,54
54,0.242,2,5,6,6,2,8,75
42,-0.188,4,8,4,3,4,8,59
75,0.242,2,9,5,3,2,2,67
66,0.712,2,6,6,8,2,8,75
70,-0.188,2,5,7,7,1,8,80
64,1.267,3,9,5,5,4,2,59
35,0.712,5,1,4,1,2,4,54
42,-0.909,4,5,2,3,5,2,51
58,0.242,5,9,5,3,5,2,44
58,1.267,4,7,5,4,4,2,69
63,0.712,1,7,6,8,3,8,77
67,0.712,1,3,5,2,4,2,62
70,0.242,2,8,6,5,4,1,76
49,-0.57,4,7,4,2,2,2,51
36,-1.485,3,7,1,4,2,2,50
45,0.242,1,1,6,1,2,5,59
67,0.242,1,6,5,8,3,8,74
39,0.242,1,3,5,7,3,8,53
52,0.712,2,8,4,6,4,8,77
36,-1.215,1,1,1,4,3,6,46
33,0.712,2,6,7,6,2,7,49
40,-1.713,2,1,1,3,1,2,51
74,-0.57,2,5,1,5,3,2,52
55,-1.215,4,7,4,3,4,2,56
53,0.712,3,7,7,4,4,2,62
31,-0.188,2,3,1,4,2,6,37
58,1.267,1,3,4,2,4,2,54
55,0.712,2,6,7,7,2,8,63
58,-0.57,2,3,6,5,2,1,36
73,0.712,3,6,7,4,2,2,74
85,0.712,2,3,7,6,4,8,85
63,-0.188,2,3,4,3,4,2,58
52,-0.909,1,5,6,4,3,2,61
41,0.712,2,7,6,6,3,8,67
39,-0.57,4,1,3,2,3,6,24
37,-0.57,1,3,7,8,1,8,50
78,1.267,2,9,6,5,5,6,70
32,-0.188,1,2,1,4,2,3,39
42,-0.57,2,3,7,6,2,8,57
45,0.712,3,8,4,1,2,3,48
55,0.712,1,8,7,7,5,1,69
35,-0.57,2,6,5,5,2,6,55
53,0.712,2,3,5,5,2,1,63
51,0.242,2,8,6,2,5,2,59
55,0.712,4,7,6,4,5,2,60
41,0.712,2,4,7,6,4,8,47
79,-1.485,3,8,7,2,3,2,67
57,0.712,2,6,5,6,2,8,67
35,1.267,2,6,5,4,4,2,53
44,0.712,2,7,7,4,4,3,61
72,0.242,3,5,5,4,1,6,78
70,0.712,2,6,7,8,3,8,65
34,-0.57,5,3,4,5,2,7,34
50,0.242,2,7,7,8,2,1,69
34,0.712,4,8,4,4,4,4,42
49,-0.57,4,1,3,4,2,1,60
57,-0.57,2,7,4,6,2,8,78
56,0.712,1,8,7,8,4,8,76
64,-0.188,3,9,5,2,5,2,78
63,-0.188,2,8,7,6,4,4,56
46,0.242,4,8,4,1,3,5,59
68,0.242,1,8,7,7,3,8,85
59,-0.57,2,7,7,6,5,8,56
58,0.712,5,8,4,3,3,2,61
62,-0.188,5,8,7,4,2,3,74
54,-0.188,1,1,2,2,2,7,31
58,0.712,5,9,7,4,5,2,53
45,0.242,4,9,6,3,3,1,56
31,0.242,1,3,5,4,2,8,60
73,0.242,2,4,5,7,4,8,95
82,-1.215,3,6,6,2,5,5,68
31,-0.57,4,9,5,4,2,2,27
69,0.242,1,4,3,2,3,2,48
59,0.242,2,7,5,6,5,8,75
56,-0.57,4,9,5,4,3,2,55
43,-0.188,2,8,6,5,2,2,62
85,1.267,2,8,6,5,3,2,86
51,-0.188,4,9,7,3,4,8,50
47,0.242,4,7,6,3,4,2,57
26,-0.57,2,7,3,6,3,7,35
55,0.242,1,8,6,2,5,2,59
46,-0.188,2,5,6,8,2,8,63
55,-0.188,5,9,7,2,5,2,47
40,-0.188,2,5,4,5,2,2,47
47,-0.909,2,4,4,1,3,2,50
53,0.712,4,9,6,3,5,2,60
50,0.242,2,9,6,4,5,2,58
54,1.267,3,9,7,3,3,2,51
47,-0.57,4,9,5,1,3,5,60
47,-0.57,3,6,4,6,2,8,65
73,1.267,2,8,6,8,4,3,95
25,-0.909,2,6,4,5,1,4,33
57,0.712,3,5,5,2,5,5,53
42,0.242,3,7,7,3,5,2,69
45,0.712,2,7,3,3,3,2,37
37,-0.188,5,3,2,3,3,1,49
53,0.242,4,4,5,2,3,2,58
72,0.712,2,8,6,5,3,2,79
49,0.242,2,9,5,6,5,8,76
51,-0.188,5,9,5,4,5,3,64
45,-1.215,3,8,5,3,4,2,48
43,1.267,1,9,7,5,4,4,59
40,-1.485,1,2,3,3,2,2,23
34,0.712,4,9,3,4,4,1,44
57,1.267,1,4,5,2,5,2,58
78,0.242,2,9,7,4,5,2,80
58,1.267,2,8,5,5,5,2,66
59,0.712,2,9,7,6,5,1,77
46,0.242,2,8,5,4,3,2,55
34,-0.57,3,7,3,4,2,2,39
55,0.242,2,3,5,6,2,8,63
59,1.267,3,7,5,2,3,2,61
42,-0.57,2,9,5,2,5,2,55
58,-0.909,3,6,2,2,2,2,47
42,-1.215,2,5,2,4,2,2,43
61,0.242,2,7,6,5,3,2,65
42,-0.188,5,4,4,2,3,2,54
43,0.242,2,8,3,7,4,8,49
42,-1.485,2,5,4,3,1,1,45
38,-1.215,5,2,3,4,2,2,50
39,-1.485,1,2,4,4,3,2,39
43,0.242,2,3,6,8,1,8,70
65,0.712,3,9,7,3,5,2,71
55,0.712,2,8,6,6,3,8,67
47,1.267,1,7,5,7,2,8,66
77,0.242,2,6,5,2,4,2,60
63,1.267,1,7,6,5,3,2,64
56,1.267,3,9,6,3,5,2,62
38,-0.909,1,1,1,5,1,5,34
49,-0.909,2,9,7,7,3,8,70
42,0.242,2,9,6,4,3,2,53
47,0.242,2,8,5,6,3,2,43
36,-0.188,2,7,6,6,2,3,60
69,0.242,1,7,5,4,5,2,79
34,0.712,2,5,7,8,2,8,71
53,-0.57,2,5,6,7,3,8,61
58,0.242,2,5,6,5,3,8,56
40,0.242,1,3,2,4,3,2,42
43,-1.485,2,1,2,7,2,8,50
49,0.242,4,7,4,2,4,3,58
46,0.242,2,8,2,4,3,3,34
39,0.712,3,3,4,3,2,7,42
43,0.242,3,4,3,5,2,3,33
42,-0.909,2,4,3,2,2,2,45
17,-0.57,3,8,2,2,3,2,36
50,-0.188,2,8,5,5,2,2,61
54,-0.188,2,8,5,5,2,2,62
25,-0.57,2,2,3,5,2,2,42
51,0.712,4,9,4,1,3,2,61
85,-0.57,1,7,6,3,2,2,78
62,0.242,2,8,7,4,4,2,68
55,-0.909,5,8,3,2,3,4,57
58,0.712,3,8,6,5,5,2,54
44,-0.909,3,1,1,4,1,6,44
36,0.242,1,7,2,3,3,2,50
58,0.712,4,9,7,3,4,2,63
61,-1.215,3,6,5,2,4,2,59
43,0.712,3,6,3,4,3,2,54
51,0.242,2,7,5,8,2,8,65
51,0.712,5,7,5,3,3,2,51
45,0.242,3,9,7,4,3,2,70
37,0.242,3,5,4,1,3,5,63
38,-0.188,4,6,4,4,3,1,52
45,-0.57,3,8,3,2,3,6,47
40,1.267,3,3,3,2,3,2,32
38,-0.57,3,9,4,6,3,2,50
46,-1.215,3,4,4,4,3,2,51
30,1.267,4,7,3,3,2,6,44
43,-0.57,4,1,3,2,2,7,41
39,-0.188,3,8,2,4,2,1,30
46,-1.9,2,5,4,8,2,8,70
48,1.267,2,8,5,8,3,8,61
55,-1.215,2,2,4,3,2,2,58
54,-0.909,1,4,3,4,3,2,42
46,-0.188,2,6,3,2,4,2,54
47,-1.215,5,1,1,8,1,8,44
47,-0.909,2,6,4,7,2,8,69
66,0.242,3,3,4,4,2,2,32
57,1.267,2,6,5,2,1,2,62
53,0.712,5,8,4,3,5,2,58
54,0.712,2,9,5,2,5,2,61
41,-0.188,2,1,3,2,3,2,29
48,1.267,3,9,5,4,5,3,53
53,0.242,4,9,7,2,4,2,57
35,-1.713,4,1,2,2,3,4,35
62,0.242,2,3,3,8,3,8,53
36,-0.188,2,5,5,3,3,2,49
30,-0.57,1,2,1,8,1,8,37
40,1.267,1,7,7,2,5,2,65
45,0.712,2,6,4,6,2,3,48
56,-1.215,1,8,2,5,3,8,62
45,-0.909,2,8,4,4,3,7,49
27,-0.909,3,3,3,3,2,2,49
53,1.267,2,9,6,3,5,2,57
49,-0.57,1,2,3,4,5,1,50
39,-0.188,2,7,4,4,2,2,53
49,0.712,4,7,5,4,4,2,59
64,0.242,1,6,7,5,2,8,75
45,-1.9,2,4,3,2,3,3,54
40,-0.188,5,7,4,4,3,2,46
49,-1.215,2,3,5,4,2,2,67
48,-0.57,2,2,3,6,2,8,52
43,0.242,3,4,4,6,2,8,55
44,-1.215,5,8,3,3,5,4,48
46,0.242,1,9,4,5,3,2,63
40,0.242,2,2,2,3,2,1,50
43,-0.909,2,6,6,7,4,3,51
53,0.712,1,5,3,3,3,2,46
59,0.242,1,1,1,1,3,2,52
49,-0.57,4,6,5,8,3,8,58
66,0.712,2,9,7,6,4,2,79
46,1.267,4,9,5,4,5,2,62
42,-0.188,3,6,4,1,4,2,49
44,-0.188,3,8,7,4,3,3,59
81,0.242,2,3,5,7,3,1,67
49,-0.57,1,8,3,6,3,3,50
39,0.242,2,7,4,4,3,2,52
68,-0.188,2,4,1,2,3,1,33
62,-0.57,5,4,1,2,2,4,45
53,-0.188,2,7,3,4,4,2,50
41,-1.485,2,7,2,2,3,2,43
60,0.712,2,8,6,8,3,2,73
34,-1.215,5,3,2,3,1,4,29
44,-0.188,1,8,6,3,3,2,51
85,0.242,2,8,7,6,3,8,82
42,-0.57,1,3,3,1,4,2,27
48,-0.57,5,7,4,1,3,5,51
25,-0.188,1,1,1,6,1,6,19
50,0.712,1,5,5,4,4,2,66
53,1.267,2,7,4,8,5,8,61
42,-1.215,5,5,4,3,3,2,68
41,-0.188,2,5,4,8,2,8,59
41,0.242,1,2,3,8,2,8,49
56,0.242,4,7,7,4,2,2,70
51,-0.188,5,6,2,2,3,7,43
55,0.712,4,8,5,4,4,2,51
46,0.242,1,3,2,8,4,3,51
77,-0.57,4,8,4,3,2,2,75
81,1.267,2,9,6,5,2,2,65
49,0.242,3,8,6,4,3,2,58
64,1.267,2,9,7,8,5,8,80
55,-1.215,1,3,1,5,5,3,30
31,-0.57,2,3,2,8,2,8,34
32,-0.188,2,4,5,6,3,8,54
49,0.712,3,5,5,6,3,2,54
37,0.242,2,8,3,3,5,2,56
59,-1.215,1,4,3,1,3,2,52
39,-0.188,2,3,5,8,1,1,58
45,1.267,3,7,6,1,4,2,58
54,1.267,4,9,3,2,5,7,49
47,0.242,3,8,4,5,4,2,55
82,-0.909,3,7,1,3,2,2,56
45,-0.188,4,1,1,3,3,4,40
51,-0.57,1,3,4,6,4,3,41
75,-0.57,2,1,3,4,3,5,14
70,0.242,2,8,5,5,3,2,69
41,-0.909,1,1,4,1,2,2,32
50,0.712,1,2,4,7,5,8,49
44,0.712,1,8,7,3,4,2,61
44,0.712,4,9,4,4,4,2,50
57,0.242,2,6,7,6,3,8,71
78,1.267,1,6,3,2,4,2,71
30,-0.188,2,9,5,6,3,2,47
69,-0.188,2,9,6,5,2,2,73
44,0.242,3,8,3,5,4,2,51
13,-0.909,5,3,2,2,2,7,30
57,0.712,2,9,6,7,5,8,61
60,-0.909,3,4,5,5,3,2,49
51,0.242,4,3,4,5,2,7,46
61,-0.188,3,7,2,3,5,2,42
54,0.242,2,4,5,5,3,2,47
26,-1.215,4,1,2,3,1,6,48
50,0.712,1,5,6,7,4,8,54
42,0.242,2,8,3,3,5,2,56
44,0.712,1,6,5,2,3,2,51
85,-0.188,4,8,4,6,3,4,66
55,1.267,2,1,4,6,3,8,63
51,-0.57,2,3,4,6,2,8,58
42,-1.215,4,4,1,3,3,2,34
48,-0.188,2,3,5,8,1,8,52
85,-2.053,2,9,7,6,2,2,95
44,0.712,2,8,7,6,4,8,62
53,0.712,2,9,7,6,5,8,81
54,1.267,2,8,7,6,5,8,78
43,0.712,4,5,2,3,3,2,40
44,1.267,3,9,7,6,3,2,56
51,0.242,2,9,7,6,5,1,63
35,1.267,3,8,6,7,4,8,54
58,0.242,2,9,6,2,5,2,63
43,-0.188,2,6,5,5,3,2,51
43,-0.57,3,8,5,4,2,2,48
48,-0.188,2,8,3,4,2,2,46
41,-0.909,1,8,4,8,2,8,52
35,-1.485,4,3,1,2,3,2,46
52,0.712,2,4,5,7,2,8,66
64,0.242,2,5,5,2,3,2,68
52,-0.188,3,4,7,4,2,7,62
35,-0.909,4,1,1,1,2,8,50
42,0.712,1,7,4,8,2,8,57
49,-0.188,1,3,6,6,3,6,32
18,-0.57,3,3,1,6,1,6,45
52,0.712,1,6,7,7,5,8,79
39,-0.57,4,7,5,5,2,2,47
40,-0.909,4,3,5,4,4,7,42
79,-1.485,2,3,4,5,1,2,43
54,-0.57,2,3,4,3,3,2,51
58,-0.909,5,4,2,2,2,4,55
41,0.242,4,3,4,4,2,1,49
55,-0.57,1,7,7,7,4,8,63
51,-0.188,2,2,4,7,3,8,55
51,-1.485,1,1,2,6,3,8,39
53,0.242,3,8,4,1,3,5,61
47,1.267,3,5,3,4,2,2,45
53,0.242,1,6,6,4,4,2,44
64,1.267,3,8,4,5,5,2,54
29,0.242,2,8,3,5,2,2,48
56,1.267,2,6,6,6,2,8,72
53,0.712,1,7,6,7,5,8,65
53,1.267,2,9,7,4,4,7,67
58,-0.188,3,7,5,2,4,2,57
38,-0.909,2,8,3,5,5,3,56
58,1.267,2,8,7,6,2,8,87
43,-0.57,1,1,2,1,3,5,51
69,0.242,5,6,3,3,4,1,46
49,-0.57,3,5,4,2,4,2,39
44,0.242,1,2,4,7,2,1,46
58,0.712,3,9,5,5,5,2,60
42,-0.909,2,1,1,4,2,7,35
79,-0.909,2,2,2,2,2,3,17
15,-0.909,2,3,2,6,1,8,36
63,0.242,2,8,5,5,3,2,74
45,0.712,3,6,2,6,3,2,44
32,-0.57,2,7,2,4,2,2,28
51,0.712,2,5,5,6,2,2,59
60,1.267,2,6,6,3,5,2,68
39,0.242,2,9,5,4,4,2,62
64,0.242,2,8,7,7,2,8,85
38,1.267,2,4,3,6,2,2,38
52,1.267,2,5,5,8,4,8,62
47,-0.909,1,1,2,2,2,1,27
73,0.242,2,4,7,6,5,8,95
41,-0.909,1,2,6,8,2,8,51
63,-0.909,3,7,3,1,2,5,36
28,-0.57,4,7,3,4,3,4,32
57,0.242,2,3,2,5,3,1,51
51,-0.909,5,1,1,3,1,1,42
66,1.267,2,4,5,2,4,2,49
34,-1.485,2,6,4,7,3,8,55
39,-1.215,3,2,1,4,1,6,45
51,1.267,2,6,4,5,5,8,59
28,-0.57,2,1,3,5,3,1,33
48,-1.9,5,1,1,4,1,7,31
41,0.712,2,8,5,5,4,1,41
76,1.267,1,9,7,6,2,8,75
55,-1.215,2,4,5,3,5,2,55
38,-0.909,5,2,3,2,3,4,38
33,0.242,2,1,1,2,2,7,23
43,-0.57,2,1,6,3,3,3,65
50,-0.188,4,6,4,2,2,2,46
42,-0.909,2,1,1,3,1,4,48
40,-0.909,1,1,3,6,2,8,42
49,1.267,3,5,5,8,4,1,52
31,-1.215,1,3,3,3,3,2,58
45,-0.909,1,3,1,7,2,8,42
57,0.712,3,7,4,2,5,2,64
45,0.242,3,9,6,6,4,8,60
49,-0.57,2,1,1,4,1,7,37
61,0.712,3,9,7,4,5,1,67
52,-1.485,1,1,2,4,1,1,53
44,-0.188,5,3,3,2,2,2,49
